precip,snow,snowdepth,tmax,tmin,year,month,day
0,0,0,71,35,1925,2,9
0,0,0,75,33,1925,2,10
0,0,0,76,50,1925,2,11
0,0,0,80,49,1925,2,12
0,0,0,68,33,1925,2,13
0,0,0,65,35,1925,2,14
0,0,0,65,43,1925,2,15
0,0,0,73,34,1925,2,16
0,0,0,78,33,1925,2,17
0,0,0,76,36,1925,2,18
0,0,0,76,40,1925,2,19
0.05,0,0,74,54,1925,2,20
0.02,0,0,66,51,1925,2,21
0,0,0,62,34,1925,2,22
0,0,0,76,36,1925,2,23
0,0,0,74,35,1925,2,24
0,0,0,80,34,1925,2,25
0,0,0,69,36,1925,2,26
0,0,0,78,36,1925,2,27
0,0,0,76,36,1925,2,28
0,0,0,77,30,1925,3,1
0,0,0,86,34,1925,3,2
0,0,0,82,33,1925,3,3
0,0,0,88,35,1925,3,4
0,0,0,90,39,1925,3,5
0,0,0,82,55,1925,3,6
0,0,0,79,56,1925,3,7
0.08,0,0,71,40,1925,3,8
0,0,0,63,30,1925,3,9
0,0,0,71,32,1925,3,10
0,0,0,72,30,1925,3,11
0,0,0,65,35,1925,3,12
0,0,0,64,29,1925,3,13
0,0,0,73,29,1925,3,14
0,0,0,80,45,1925,3,15
0,0,0,82,34,1925,3,16
0,0,0,81,39,1925,3,17
0,0,0,82,38,1925,3,18
0,0,0,85,37,1925,3,19
0,0,0,89,49,1925,3,20
0,0,0,89,44,1925,3,21
0,0,0,89,48,1925,3,22
0,0,0,80,55,1925,3,23
0,0,0,81,48,1925,3,24
0,0,0,81,46,1925,3,25
0,0,0,84,54,1925,3,26
0.07,0,0,76,60,1925,3,27
0,0,0,80,41,1925,3,28
0,0,0,91,47,1925,3,29
0,0,0,78,43,1925,3,30
0,0,0,82,41,1925,3,31
0,0,0,68,44,1925,4,1
0,0,0,79,32,1925,4,2
0,0,0,85,37,1925,4,3
0,0,0,87,41,1925,4,4
0,0,0,82,33,1925,4,5
0,0,0,72,37,1925,4,6
0,0,0,76,38,1925,4,7
0,0,0,84,41,1925,4,8
0,0,0,85,45,1925,4,9
0,0,0,91,47,1925,4,10
0,0,0,87,47,1925,4,11
0,0,0,91,53,1925,4,12
0,0,0,95,49,1925,4,13
0,0,0,99,54,1925,4,14
0,0,0,97,55,1925,4,15
0,0,0,94,52,1925,4,16
0,0,0,93,53,1925,4,17
0,0,0,90,56,1925,4,18
0,0,0,91,45,1925,4,19
0,0,0,86,51,1925,4,20
0,0,0,77,57,1925,4,21
0.36,0,0,63,37,1925,4,22
0,0,0,69,41,1925,4,23
0,0,0,77,44,1925,4,24
0,0,0,86,45,1925,4,25
0,0,0,87,50,1925,4,26
0,0,0,88,50,1925,4,27
0,0,0,91,51,1925,4,28
0,0,0,87,53,1925,4,29
0,0,0,85,49,1925,4,30
0,0,0,89,47,1925,5,1
0,0,0,92,51,1925,5,2
0,0,0,93,53,1925,5,3
0,0,0,97,57,1925,5,4
0,0,0,94,63,1925,5,5
0,0,0,89,63,1925,5,6
0,0,0,89,61,1925,5,7
0,0,0,88,64,1925,5,8
0,0,0,82,59,1925,5,9
0,0,0,87,60,1925,5,10
0,0,0,88,54,1925,5,11
0,0,0,90,52,1925,5,12
0,0,0,90,52,1925,5,13
0,0,0,86,51,1925,5,14
0,0,0,87,50,1925,5,15
0,0,0,92,52,1925,5,16
0,0,0,98,54,1925,5,17
0,0,0,101,54,1925,5,18
0,0,0,104,54,1925,5,19
0,0,0,101,62,1925,5,20
0,0,0,93,62,1925,5,21
0,0,0,96,52,1925,5,22
0,0,0,92,55,1925,5,23
0,0,0,100,56,1925,5,24
0,0,0,102,58,1925,5,25
0,0,0,83,65,1925,5,26
0,0,0,87,62,1925,5,27
0,0,0,94,60,1925,5,28
0,0,0,98,65,1925,5,29
0,0,0,95,69,1925,5,30
0,0,0,92,59,1925,5,31
0,0,0,88,75,1925,6,1
0,0,0,87,59,1925,6,2
0,0,0,88,58,1925,6,3
0,0,0,87,59,1925,6,4
0,0,0,86,57,1925,6,5
0,0,0,79,53,1925,6,6
0,0,0,92,46,1925,6,7
0,0,0,100,46,1925,6,8
0,0,0,105,57,1925,6,9
0,0,0,106,61,1925,6,10
0,0,0,99,61,1925,6,11
0,0,0,99,60,1925,6,12
0,0,0,97,64,1925,6,13
0,0,0,97,70,1925,6,14
0,0,0,99,73,1925,6,15
0,0,0,97,70,1925,6,16
0,0,0,97,69,1925,6,17
0,0,0,100,67,1925,6,18
0,0,0,102,65,1925,6,19
0.07,0,0,100,72,1925,6,20
0.09,0,0,94,,1925,6,21
0,0,0,98,69,1925,6,22
0,0,0,103,73,1925,6,23
0,0,0,97,77,1925,6,24
0.15,0,0,96,66,1925,6,25
0,0,0,100,74,1925,6,26
0,0,0,99,71,1925,6,27
0,0,0,95,74,1925,6,28
0,0,0,98,69,1925,6,29
0.55,0,0,84,69,1925,6,30
0.64,0,0,,,1925,7,1
0.01,0,0,91,,1925,7,2
0,0,0,89,69,1925,7,3
0,0,0,95,70,1925,7,4
0,0,0,98,62,1925,7,5
0,0,0,101,87,1925,7,6
0,0,0,103,71,1925,7,7
0,0,0,103,74,1925,7,8
0,0,0,104,77,1925,7,9
0,0,0,103,72,1925,7,10
0,0,0,105,82,1925,7,11
0,0,0,109,84,1925,7,12
0,0,0,102,76,1925,7,13
0,0,0,103,85,1925,7,14
0,0,0,106,80,1925,7,15
0,0,0,108,80,1925,7,16
0,0,0,104,,1925,7,17
0,0,0,104,80,1925,7,18
0,0,0,102,81,1925,7,19
0,0,0,102,,1925,7,20
0,0,0,101,70,1925,7,21
0.18,0,0,104,73,1925,7,22
0,0,0,103,72,1925,7,23
0,0,0,100,77,1925,7,24
0,0,0,101,77,1925,7,25
0,0,0,103,77,1925,7,26
0.15,0,0,98,69,1925,7,27
0,0,0,99,73,1925,7,28
0,0,0,95,75,1925,7,29
0,0,0,97,76,1925,7,30
0.22,0,0,90,73,1925,7,31
0,0,0,91,72,1925,8,1
0,0,0,95,71,1925,8,2
0,0,0,100,72,1925,8,3
0.08,0,0,102,75,1925,8,4
0.06,0,0,96,72,1925,8,5
0.21,0,0,95,71,1925,8,6
0,0,0,97,72,1925,8,7
0,0,0,98,70,1925,8,8
0.28,0,0,91,61,1925,8,9
0,0,0,95,62,1925,8,10
0,0,0,95,70,1925,8,11
0,0,0,96,67,1925,8,12
0,0,0,100,63,1925,8,13
0,0,0,103,65,1925,8,14
0,0,0,101,74,1925,8,15
0,0,0,101,75,1925,8,16
0,0,0,92,75,1925,8,17
0.12,0,0,100,69,1925,8,18
0,0,0,103,67,1925,8,19
0,0,0,103,69,1925,8,20
0,0,0,101,81,1925,8,21
0.03,0,0,94,72,1925,8,22
0.26,0,0,91,71,1925,8,23
0,0,0,96,69,1925,8,24
0.4,0,0,95,69,1925,8,25
0.08,0,0,95,69,1925,8,26
0,0,0,96,73,1925,8,27
0,0,0,96,75,1925,8,28
0,0,0,96,70,1925,8,29
0,0,0,97,73,1925,8,30
0,0,0,91,72,1925,8,31
0.22,0,0,93,68,1925,9,1
0,0,0,89,68,1925,9,2
0,0,0,92,67,1925,9,3
0,0,0,95,65,1925,9,4
0.03,0,0,98,64,1925,9,5
0.18,0,0,98,61,1925,9,6
0,0,0,100,62,1925,9,7
0,0,0,98,66,1925,9,8
0,0,0,98,63,1925,9,9
0,0,0,96,59,1925,9,10
0,0,0,96,59,1925,9,11
0,0,0,96,70,1925,9,12
0,0,0,93,61,1925,9,13
0,0,0,99,53,1925,9,14
0,0,0,100,58,1925,9,15
1.07,0,0,99,69,1925,9,16
0.39,0,0,86,68,1925,9,17
1.01,0,0,86,64,1925,9,18
0.05,0,0,87,66,1925,9,19
0,0,0,94,68,1925,9,20
0,0,0,93,66,1925,9,21
0,0,0,91,62,1925,9,22
0,0,0,90,54,1925,9,23
0,0,0,91,52,1925,9,24
0,0,0,93,66,1925,9,25
0,0,0,94,56,1925,9,26
0,0,0,96,59,1925,9,27
0,0,0,94,61,1925,9,28
0,0,0,94,58,1925,9,29
0,0,0,98,57,1925,9,30
0,0,0,100,60,1925,10,1
0,0,0,99,60,1925,10,2
0,0,0,97,65,1925,10,3
0,0,0,95,68,1925,10,4
0.11,0,0,87,67,1925,10,5
0,0,0,83,61,1925,10,6
0,0,0,84,53,1925,10,7
0,0,0,87,52,1925,10,8
0,0,0,91,54,1925,10,9
0,0,0,86,61,1925,10,10
0,0,0,81,61,1925,10,11
0,0,0,80,50,1925,10,12
0,0,0,75,62,1925,10,13
0.35,0,0,67,50,1925,10,14
0.08,0,0,59,47,1925,10,15
0,0,0,75,46,1925,10,16
0,0,0,74,42,1925,10,17
0,0,0,77,44,1925,10,18
0,0,0,82,45,1925,10,19
0,0,0,84,52,1925,10,20
0,0,0,82,53,1925,10,21
0,0,0,78,60,1925,10,22
0,0,0,78,55,1925,10,23
0.5,0,0,78,59,1925,10,24
0,0,0,80,55,1925,10,25
0,0,0,80,54,1925,10,26
0,0,0,79,50,1925,10,27
0,0,0,79,49,1925,10,28
0.04,0,0,76,54,1925,10,29
0,0,0,78,50,1925,10,30
0,0,0,82,50,1925,10,31
0,0,0,79,57,1925,11,1
0,0,0,74,54,1925,11,2
0,0,0,68,49,1925,11,3
0,0,0,64,40,1925,11,4
0,0,0,63,38,1925,11,5
0,0,0,62,37,1925,11,6
0,0,0,67,32,1925,11,7
0,0,0,75,34,1925,11,8
0,0,0,76,35,1925,11,9
0,0,0,77,34,1925,11,10
0,0,0,76,35,1925,11,11
0,0,0,78,34,1925,11,12
0,0,0,76,37,1925,11,13
0,0,0,69,40,1925,11,14
0,0,0,69,30,1925,11,15
0,0,0,75,44,1925,11,16
0,0,0,75,32,1925,11,17
0,0,0,72,29,1925,11,18
0,0,0,70,33,1925,11,19
0,0,0,71,53,1925,11,20
0,0,0,73,47,1925,11,21
0,0,0,71,50,1925,11,22
0,0,0,80,50,1925,11,23
0.15,0,0,64,50,1925,11,24
1.09,0,0,64,50,1925,11,25
0,0,0,66,42,1925,11,26
0,0,0,72,42,1925,11,27
0,0,0,,44,1925,11,28
0,0,0,73,47,1925,11,29
0,0,0,73,41,1925,11,30
0,0,0,74,46,1925,12,1
0.16,0,0,70,48,1925,12,2
0.05,0,0,63,51,1925,12,3
0,0,0,56,29,1925,12,4
0,0,0,60,30,1925,12,5
0,0,0,62,34,1925,12,6
0,0,0,63,40,1925,12,7
0,0,0,64,51,1925,12,8
0,0,0,66,42,1925,12,9
0,0,0,65,33,1925,12,10
0,0,0,68,32,1925,12,11
0,0,0,62,35,1925,12,12
0,0,0,60,35,1925,12,13
0,0,0,59,26,1925,12,14
0,0,0,54,29,1925,12,15
0,0,0,60,32,1925,12,16
0,0,0,67,29,1925,12,17
0,0,0,65,31,1925,12,18
0,0,0,59,34,1925,12,19
0,0,0,56,27,1925,12,20
0,0,0,59,24,1925,12,21
0,0,0,68,27,1925,12,22
0,0,0,70,45,1925,12,23
0,0,0,75,32,1925,12,24
0,0,0,74,33,1925,12,25
0,0,0,75,45,1925,12,26
0,0,0,66,48,1925,12,27
0.04,0,0,54,46,1925,12,28
0.02,0,0,59,44,1925,12,29
0,0,0,57,49,1925,12,30
0.06,0,0,59,44,1925,12,31
0,0,0,56,43,1926,1,1
0,0,0,60,42,1926,1,2
0.22,0,0,57,45,1926,1,3
0.31,0,0,50,40,1926,1,4
0,0,0,54,34,1926,1,5
0,0,0,58,30,1926,1,6
0,0,0,59,30,1926,1,7
0,0,0,60,28,1926,1,8
0,0,0,61,28,1926,1,9
0,0,0,66,27,1926,1,10
0,0,0,63,28,1926,1,11
0,0,0,64,28,1926,1,12
0,0,0,61,41,1926,1,13
0,0,0,62,38,1926,1,14
0,0,0,65,28,1926,1,15
0,0,0,58,38,1926,1,16
0,0,0,59,27,1926,1,17
0,0,0,65,28,1926,1,18
0.11,0,0,59,30,1926,1,19
0,0,0,49,32,1926,1,20
0,0,0,50,26,1926,1,21
0,0,0,53,24,1926,1,22
0,0,0,57,36,1926,1,23
0,0,0,57,33,1926,1,24
0,0,0,57,24,1926,1,25
0,0,0,67,24,1926,1,26
0,0,0,69,26,1926,1,27
0,0,0,69,28,1926,1,28
0,0,0,72,31,1926,1,29
0,0,0,67,34,1926,1,30
0,0,0,74,34,1926,1,31
0.36,0,0,56,38,1926,2,1
0.31,0,0,62,38,1926,2,2
0,0,0,63,36,1926,2,3
0,0,0,67,34,1926,2,4
0,0,0,69,34,1926,2,5
0,0,0,79,36,1926,2,6
0,0,0,80,38,1926,2,7
0,0,0,79,37,1926,2,8
0,0,0,82,37,1926,2,9
0,0,0,82,38,1926,2,10
0,0,0,78,42,1926,2,11
0,0,0,73,51,1926,2,12
0,0,0,67,45,1926,2,13
0,0,0,69,42,1926,2,14
0,0,0,68,33,1926,2,15
0,0,0,78,37,1926,2,16
0,0,0,61,38,1926,2,17
0,0,0,67,29,1926,2,18
0,0,0,80,32,1926,2,19
0,0,0,81,38,1926,2,20
0,0,0,76,54,1926,2,21
0,0,0,71,36,1926,2,22
0,0,0,66,34,1926,2,23
0,0,0,64,29,1926,2,24
0,0,0,72,30,1926,2,25
0,0,0,74,34,1926,2,26
0,0,0,78,50,1926,2,27
0,0,0,84,50,1926,2,28
0,0,0,79,41,1926,3,1
0,0,0,76,60,1926,3,2
0,0,0,77,54,1926,3,3
0,0,0,75,50,1926,3,4
0.21,0,0,69,50,1926,3,5
0.14,0,0,66,49,1926,3,6
0,0,0,75,42,1926,3,7
0,0,0,75,42,1926,3,8
0.06,0,0,71,48,1926,3,9
0.02,0,0,63,43,1926,3,10
0,0,0,66,32,1926,3,11
0,0,0,73,35,1926,3,12
0,0,0,80,39,1926,3,13
0,0,0,84,49,1926,3,14
0,0,0,83,47,1926,3,15
0,0,0,77,47,1926,3,16
0,0,0,77,45,1926,3,17
0,0,0,78,44,1926,3,18
0,0,0,79,45,1926,3,19
0.04,0,0,74,50,1926,3,20
0,0,0,68,44,1926,3,21
0,0,0,77,41,1926,3,22
0,0,0,84,50,1926,3,23
0.2,0,0,81,53,1926,3,24
0,0,0,71,51,1926,3,25
0,0,0,71,50,1926,3,26
0.23,0,0,69,50,1926,3,27
0.02,0,0,73,48,1926,3,28
0.68,0,0,57,43,1926,3,29
0,0,0,64,32,1926,3,30
0,0,0,73,38,1926,3,31
0,0,0,70,47,1926,4,1
0,0,0,69,51,1926,4,2
0,0,0,73,51,1926,4,3
0,0,0,77,45,1926,4,4
0.07,0,0,78,52,1926,4,5
0,0,0,73,55,1926,4,6
0.03,0,0,77,48,1926,4,7
0,0,0,76,49,1926,4,8
0.67,0,0,69,47,1926,4,9
0,0,0,69,44,1926,4,10
0,0,0,73,46,1926,4,11
0.35,0,0,73,48,1926,4,12
0.19,0,0,65,50,1926,4,13
0,0,0,72,44,1926,4,14
0,0,0,76,54,1926,4,15
0,0,0,78,56,1926,4,16
0,0,0,80,52,1926,4,17
0.04,0,0,81,56,1926,4,18
0.05,0,0,68,52,1926,4,19
0,0,0,68,52,1926,4,20
0,0,0,76,41,1926,4,21
0,0,0,85,50,1926,4,22
0,0,0,89,52,1926,4,23
0,0,0,94,53,1926,4,24
0,0,0,92,57,1926,4,25
0,0,0,93,62,1926,4,26
0,0,0,88,64,1926,4,27
0,0,0,81,63,1926,4,28
0.02,0,0,81,60,1926,4,29
0,0,0,83,52,1926,4,30
0,0,0,84,54,1926,5,1
0,0,0,86,56,1926,5,2
0,0,0,86,56,1926,5,3
0.02,0,0,83,53,1926,5,4
0,0,0,83,56,1926,5,5
0.14,0,0,80,58,1926,5,6
0,0,0,79,50,1926,5,7
0,0,0,79,50,1926,5,8
0,0,0,79,47,1926,5,9
0,0,0,79,45,1926,5,10
0,0,0,81,44,1926,5,11
0,0,0,85,50,1926,5,12
0,0,0,89,52,1926,5,13
0,0,0,92,53,1926,5,14
0,0,0,94,53,1926,5,15
0,0,0,94,56,1926,5,16
0,0,0,94,57,1926,5,17
0,0,0,95,59,1926,5,18
0,0,0,94,59,1926,5,19
0,0,0,96,55,1926,5,20
0,0,0,98,57,1926,5,21
0,0,0,100,58,1926,5,22
0,0,0,98,70,1926,5,23
0,0,0,89,66,1926,5,24
0,0,0,87,55,1926,5,25
0.44,0,0,82,51,1926,5,26
0,0,0,83,51,1926,5,27
0,0,0,91,58,1926,5,28
0,0,0,96,58,1926,5,29
0,0,0,97,60,1926,5,30
0,0,0,100,64,1926,5,31
0,0,0,100,59,1926,6,1
0,0,0,98,64,1926,6,2
0,0,0,92,70,1926,6,3
0,0,0,96,64,1926,6,4
0,0,0,99,63,1926,6,5
0,0,0,101,68,1926,6,6
0,0,0,99,65,1926,6,7
0,0,0,98,63,1926,6,8
0,0,0,99,61,1926,6,9
0,0,0,102,60,1926,6,10
0,0,0,100,62,1926,6,11
0,0,0,98,66,1926,6,12
0,0,0,99,64,1926,6,13
0,0,0,98,60,1926,6,14
0,0,0,97,64,1926,6,15
0,0,0,97,61,1926,6,16
0,0,0,96,60,1926,6,17
0,0,0,97,58,1926,6,18
0,0,0,98,59,1926,6,19
0,0,0,98,62,1926,6,20
0,0,0,100,60,1926,6,21
0,0,0,103,63,1926,6,22
0,0,0,105,63,1926,6,23
0,0,0,105,64,1926,6,24
0,0,0,103,68,1926,6,25
0,0,0,106,69,1926,6,26
0,0,0,108,73,1926,6,27
0,0,0,109,68,1926,6,28
0.01,0,0,107,82,1926,6,29
0,0,0,106,71,1926,6,30
0,0,0,,,1926,7,1
0,0,0,102,72,1926,7,2
0,0,0,103,70,1926,7,3
0,0,0,97,71,1926,7,4
0,0,0,100,72,1926,7,5
0,0,0,100,66,1926,7,6
0,0,0,100,65,1926,7,7
0,0,0,98,71,1926,7,8
0,0,0,100,58,1926,7,9
0,0,0,103,60,1926,7,10
0,0,0,97,74,1926,7,11
0.07,0,0,97,72,1926,7,12
0,0,0,102,68,1926,7,13
0,0,0,102,80,1926,7,14
0,0,0,105,71,1926,7,15
0.05,0,0,104,75,1926,7,16
0,0,0,105,68,1926,7,17
0,0,0,107,70,1926,7,18
0,0,0,106,76,1926,7,19
0,0,0,104,78,1926,7,20
0.28,0,0,101,70,1926,7,21
0,0,0,96,71,1926,7,22
0.17,0,0,99,72,1926,7,23
0.06,0,0,97,71,1926,7,24
0,0,0,92,72,1926,7,25
0.07,0,0,90,73,1926,7,26
0,0,0,91,71,1926,7,27
0,0,0,94,73,1926,7,28
0,0,0,99,72,1926,7,29
0,0,0,103,72,1926,7,30
0,0,0,101,81,1926,7,31
0,0,0,98,73,1926,8,1
0,0,0,100,73,1926,8,2
0,0,0,101,73,1926,8,3
0,0,0,101,71,1926,8,4
0,0,0,95,74,1926,8,5
0,0,0,97,72,1926,8,6
0.04,0,0,96,73,1926,8,7
0,0,0,102,69,1926,8,8
0,0,0,102,74,1926,8,9
0,0,0,102,75,1926,8,10
0,0,0,100,80,1926,8,11
0.06,0,0,97,74,1926,8,12
0,0,0,99,72,1926,8,13
0,0,0,98,74,1926,8,14
0,0,0,98,74,1926,8,15
0,0,0,98,72,1926,8,16
0,0,0,98,73,1926,8,17
0,0,0,98,72,1926,8,18
0,0,0,99,70,1926,8,19
0,0,0,101,70,1926,8,20
0,0,0,101,74,1926,8,21
0,0,0,103,64,1926,8,22
0,0,0,104,63,1926,8,23
0,0,0,99,82,1926,8,24
0,0,0,100,80,1926,8,25
0,0,0,104,67,1926,8,26
0,0,0,102,67,1926,8,27
0,0,0,98,69,1926,8,28
0,0,0,100,69,1926,8,29
0,0,0,103,69,1926,8,30
0,0,0,102,70,1926,8,31
0,0,0,100,72,1926,9,1
0.13,0,0,93,75,1926,9,2
0.01,0,0,95,69,1926,9,3
0.08,0,0,94,70,1926,9,4
0,0,0,96,67,1926,9,5
0,0,0,96,67,1926,9,6
0.09,0,0,86,69,1926,9,7
0.63,0,0,88,68,1926,9,8
0,0,0,94,69,1926,9,9
0,0,0,98,77,1926,9,10
0,0,0,96,73,1926,9,11
0.15,0,0,92,71,1926,9,12
0,0,0,97,68,1926,9,13
0,0,0,96,72,1926,9,14
0.34,0,0,92,66,1926,9,15
0,0,0,94,70,1926,9,16
0,0,0,94,65,1926,9,17
0,0,0,96,62,1926,9,18
0,0,0,100,60,1926,9,19
0,0,0,104,67,1926,9,20
0,0,0,100,68,1926,9,21
0,0,0,94,76,1926,9,22
0,0,0,96,71,1926,9,23
0,0,0,99,71,1926,9,24
0.01,0,0,94,71,1926,9,25
0,0,0,86,73,1926,9,26
1.38,0,0,75,64,1926,9,27
0,0,0,83,59,1926,9,28
0,0,0,87,61,1926,9,29
0,0,0,86,61,1926,9,30
0,0,0,87,61,1926,10,1
0,0,0,79,65,1926,10,2
0,0,0,79,50,1926,10,3
0,0,0,86,49,1926,10,4
0,0,0,90,59,1926,10,5
0,0,0,93,65,1926,10,6
0.4,0,0,89,63,1926,10,7
0.35,0,0,82,66,1926,10,8
0,0,0,98,63,1926,10,9
0,0,0,90,53,1926,10,10
0,0,0,86,53,1926,10,11
0,0,0,91,57,1926,10,12
0,0,0,89,62,1926,10,13
0,0,0,86,61,1926,10,14
0,0,0,88,54,1926,10,15
0,0,0,94,51,1926,10,16
0,0,0,93,58,1926,10,17
0,0,0,91,60,1926,10,18
0,0,0,86,60,1926,10,19
0,0,0,89,57,1926,10,20
0,0,0,86,60,1926,10,21
0,0,0,75,53,1926,10,22
0.01,0,0,78,45,1926,10,23
0,0,0,85,47,1926,10,24
0,0,0,90,44,1926,10,25
0,0,0,90,51,1926,10,26
0,0,0,90,49,1926,10,27
0,0,0,86,49,1926,10,28
0,0,0,82,61,1926,10,29
0.16,0,0,73,57,1926,10,30
0.44,0,0,74,55,1926,10,31
0.34,0,0,71,49,1926,11,1
0,0,0,77,50,1926,11,2
0,0,0,77,43,1926,11,3
0,0,0,82,42,1926,11,4
0,0,0,82,54,1926,11,5
0,0,0,79,42,1926,11,6
0,0,0,78,42,1926,11,7
0,0,0,75,40,1926,11,8
0,0,0,73,52,1926,11,9
0,0,0,79,52,1926,11,10
0,0,0,80,47,1926,11,11
0,0,0,78,45,1926,11,12
0,0,0,67,50,1926,11,13
0,0,0,66,37,1926,11,14
0,0,0,69,33,1926,11,15
0,0,0,75,34,1926,11,16
0,0,0,69,33,1926,11,17
0,0,0,75,32,1926,11,18
0,0,0,76,36,1926,11,19
0,0,0,77,38,1926,11,20
0,0,0,80,35,1926,11,21
0,0,0,84,41,1926,11,22
0,0,0,77,48,1926,11,23
0,0,0,80,41,1926,11,24
0,0,0,76,42,1926,11,25
0,0,0,80,35,1926,11,26
0,0,0,72,43,1926,11,27
0,0,0,68,47,1926,11,28
0,0,0,77,37,1926,11,29
0,0,0,82,41,1926,11,30
0,0,0,84,45,1926,12,1
0,0,0,79,47,1926,12,2
0,0,0,77,51,1926,12,3
0.32,0,0,65,54,1926,12,4
0.17,0,0,60,50,1926,12,5
0.05,0,0,64,46,1926,12,6
0.21,0,0,57,50,1926,12,7
0.26,0,0,58,44,1926,12,8
0,0,0,65,45,1926,12,9
0,0,0,65,46,1926,12,10
0.05,0,0,58,50,1926,12,11
0.23,0,0,62,44,1926,12,12
0,0,0,59,50,1926,12,13
0.09,0,0,52,43,1926,12,14
0,0,0,58,32,1926,12,15
0,0,0,62,31,1926,12,16
0,0,0,72,34,1926,12,17
0,0,0,71,38,1926,12,18
0,0,0,65,44,1926,12,19
0.17,0,0,52,43,1926,12,20
0.04,0,0,60,36,1926,12,21
0.19,0,0,53,43,1926,12,22
0.04,0,0,48,35,1926,12,23
0,0,0,50,30,1926,12,24
0,0,0,56,28,1926,12,25
0,0,0,55,29,1926,12,26
0.07,0,0,44,31,1926,12,27
0,0,0,52,24,1926,12,28
0,0,0,61,32,1926,12,29
0,0,0,64,28,1926,12,30
0,0,0,72,32,1926,12,31
0,0,0,74,32,1927,1,1
0,0,0,69,28,1927,1,2
0,0,0,74,32,1927,1,3
0,0,0,88,36,1927,1,4
0,0,0,81,39,1927,1,5
0,0,0,83,38,1927,1,6
0,0,0,78,40,1927,1,7
0,0,0,81,41,1927,1,8
0,0,0,73,46,1927,1,9
0,0,0,73,57,1927,1,10
0,0,0,75,49,1927,1,11
0.07,0,0,58,43,1927,1,12
0,0,0,63,32,1927,1,13
0,0,0,72,36,1927,1,14
0,0,0,78,48,1927,1,15
0,0,0,66,43,1927,1,16
0,0,0,65,35,1927,1,17
0,0,0,58,38,1927,1,18
0,0,0,64,29,1927,1,19
0,0,0,70,34,1927,1,20
0,0,0,68,36,1927,1,21
0,0,0,62,36,1927,1,22
0,0,0,60,45,1927,1,23
0,0,0,70,29,1927,1,24
0,0,0,71,32,1927,1,25
0,0,0,79,34,1927,1,26
0,0,0,64,51,1927,1,27
0,0,0,75,33,1927,1,28
0,0,0,74,42,1927,1,29
0,0,0,75,32,1927,1,30
0,0,0,75,39,1927,1,31
0,0,0,77,40,1927,2,1
0,0,0,71,37,1927,2,2
0.45,0,0,64,51,1927,2,3
0,0,0,70,43,1927,2,4
0,0,0,69,38,1927,2,5
0,0,0,66,39,1927,2,6
0,0,0,69,34,1927,2,7
0,0,0,65,35,1927,2,8
0,0,0,71,34,1927,2,9
0,0,0,69,35,1927,2,10
0.08,0,0,66,43,1927,2,11
0.39,0,0,52,42,1927,2,12
0.07,0,0,58,42,1927,2,13
0.03,0,0,63,49,1927,2,14
0,0,0,67,52,1927,2,15
0,0,0,65,50,1927,2,16
0,0,0,66,53,1927,2,17
0,0,0,73,38,1927,2,18
0,0,0,70,40,1927,2,19
0,0,0,73,40,1927,2,20
0,0,0,73,40,1927,2,21
0,0,0,73,44,1927,2,22
0,0,0,76,47,1927,2,23
0,0,0,78,50,1927,2,24
0,0,0,79,46,1927,2,25
0,0,0,82,46,1927,2,26
0,0,0,79,50,1927,2,27
0,0,0,70,49,1927,2,28
0,0,0,76,36,1927,3,1
0,0,0,75,53,1927,3,2
0,0,0,80,45,1927,3,3
0.01,0,0,75,40,1927,3,4
0,0,0,66,36,1927,3,5
0,0,0,66,36,1927,3,6
0,0,0,70,39,1927,3,7
0,0,0,75,40,1927,3,8
0,0,0,72,45,1927,3,9
1.07,0,0,62,41,1927,3,10
0.17,0,0,55,38,1927,3,11
0,0,0,61,32,1927,3,12
0,0,0,72,33,1927,3,13
0,0,0,80,41,1927,3,14
0,0,0,78,43,1927,3,15
0,0,0,74,40,1927,3,16
0,0,0,72,34,1927,3,17
0,0,0,78,42,1927,3,18
0,0,0,75,49,1927,3,19
0,0,0,61,31,1927,3,20
0,0,0,68,31,1927,3,21
0,0,0,75,32,1927,3,22
0,0,0,84,39,1927,3,23
0,0,0,86,43,1927,3,24
0,0,0,83,45,1927,3,25
0,0,0,82,46,1927,3,26
0,0,0,78,44,1927,3,27
0,0,0,81,44,1927,3,28
0,0,0,77,51,1927,3,29
0,0,0,70,49,1927,3,30
0.15,0,0,67,42,1927,3,31
0,0,0,77,39,1927,4,1
0,0,0,83,42,1927,4,2
0,0,0,84,46,1927,4,3
0,0,0,83,50,1927,4,4
0,0,0,88,44,1927,4,5
0,0,0,87,51,1927,4,6
0,0,0,88,48,1927,4,7
0,0,0,85,54,1927,4,8
0,0,0,73,54,1927,4,9
0,0,0,76,49,1927,4,10
0,0,0,67,48,1927,4,11
0.27,0,0,54,39,1927,4,12
0.02,0,0,60,38,1927,4,13
0.02,0,0,63,40,1927,4,14
0,0,0,73,38,1927,4,15
0,0,0,75,47,1927,4,16
0.08,0,0,72,42,1927,4,17
0.05,0,0,69,44,1927,4,18
0,0,0,79,42,1927,4,19
0,0,0,82,42,1927,4,20
0,0,0,87,45,1927,4,21
0,0,0,92,58,1927,4,22
0,0,0,91,53,1927,4,23
0,0,0,95,52,1927,4,24
0,0,0,96,53,1927,4,25
0,0,0,96,54,1927,4,26
0,0,0,94,58,1927,4,27
