PRCP_in,SNOW_in,SNWD_in,TMAX_f,TMIN_f,year,month,day,DATE
0,0,0,81,41,1906,1,26,1/26/06
0,0,0,81,42,1906,1,27,1/27/06
0,0,0,83,42,1906,1,28,1/28/06
0,0,0,69,44,1906,1,29,1/29/06
0,0,0,73,35,1906,1,30,1/30/06
0,0,0,75,53,1906,1,31,1/31/06
0,0,0,66,52,1906,2,1,2/1/06
0,0,0,72,36,1906,2,2,2/2/06
0,0,0,69,45,1906,2,3,2/3/06
0,0,0,69,56,1906,2,4,2/4/06
0.1,0,0,63,50,1906,2,5,2/5/06
0,0,0,55,43,1906,2,6,2/6/06
0,0,0,84,39,1906,2,7,2/7/06
0,0,0,68,37,1906,2,8,2/8/06
0.01,0,0,62,47,1906,2,9,2/9/06
0.03,0,0,63,47,1906,2,10,2/10/06
0.03,0,0,59,43,1906,2,11,2/11/06
0.05,0,0,56,42,1906,2,12,2/12/06
0,0,0,59,43,1906,2,13,2/13/06
0,0,0,64,36,1906,2,14,2/14/06
0,0,0,66,40,1906,2,15,2/15/06
0,0,0,67,38,1906,2,16,2/16/06
0,0,0,65,38,1906,2,17,2/17/06
0.08,0,0,72,45,1906,2,18,2/18/06
0.03,0,0,73,40,1906,2,19,2/19/06
0,0,0,75,41,1906,2,20,2/20/06
0,0,0,75,45,1906,2,21,2/21/06
0,0,0,77,46,1906,2,22,2/22/06
0,0,0,63,34,1906,2,23,2/23/06
0,0,0,67,31,1906,2,24,2/24/06
0,0,0,70,34,1906,2,25,2/25/06
0,0,0,79,36,1906,2,26,2/26/06
0,0,0,88,51,1906,2,27,2/27/06
0,0,0,76,37,1906,2,28,2/28/06
0,0,0,70,37,1906,3,1,3/1/06
0,0,0,58,24,1906,3,2,3/2/06
0,0,0,60,28,1906,3,3,3/3/06
0,0,0,81,36,1906,3,4,3/4/06
0,0,0,71,47,1906,3,5,3/5/06
0,0,0,71,31,1906,3,6,3/6/06
0,0,0,74,40,1906,3,7,3/7/06
0,0,0,80,49,1906,3,8,3/8/06
0,0,0,80,35,1906,3,9,3/9/06
0,0,0,73,41,1906,3,10,3/10/06
0,0,0,80,46,1906,3,11,3/11/06
0,0,0,80,52,1906,3,12,3/12/06
0,0,0,78,52,1906,3,13,3/13/06
0,0,0,71,43,1906,3,14,3/14/06
0,0,0,77,37,1906,3,15,3/15/06
0,0,0,75,37,1906,3,16,3/16/06
0,0,0,77,44,1906,3,17,3/17/06
0,0,0,72,42,1906,3,18,3/18/06
0,0,0,72,31,1906,3,19,3/19/06
0,0,0,80,31,1906,3,20,3/20/06
0,0,0,76,39,1906,3,21,3/21/06
0,0,0,78,46,1906,3,22,3/22/06
0,0,0,82,44,1906,3,23,3/23/06
0,0,0,81,51,1906,3,24,3/24/06
0.03,0,0,78,52,1906,3,25,3/25/06
0.26,0,0,68,48,1906,3,26,3/26/06
0.04,0,0,74,42,1906,3,27,3/27/06
0,0,0,72,39,1906,3,28,3/28/06
0,0,0,81,40,1906,3,29,3/29/06
0,0,0,87,51,1906,3,30,3/30/06
0,0,0,79,52,1906,3,31,3/31/06
0,0,0,72,42,1906,4,1,4/1/06
0,0,0,66,36,1906,4,2,4/2/06
0,0,0,67,31,1906,4,3,4/3/06
0,0,0,73,33,1906,4,4,4/4/06
0,0,0,79,48,1906,4,5,4/5/06
0.36,0,0,60,47,1906,4,6,4/6/06
0.14,0,0,64,43,1906,4,7,4/7/06
0,0,0,72,40,1906,4,8,4/8/06
0,0,0,84,39,1906,4,9,4/9/06
0,0,0,89,46,1906,4,10,4/10/06
0,0,0,84,47,1906,4,11,4/11/06
0,0,0,74,41,1906,4,12,4/12/06
0,0,0,81,37,1906,4,13,4/13/06
0,0,0,85,44,1906,4,14,4/14/06
0,0,0,79,46,1906,4,15,4/15/06
0,0,0,80,40,1906,4,16,4/16/06
0,0,0,87,46,1906,4,17,4/17/06
0,0,0,86,47,1906,4,18,4/18/06
0,0,0,88,47,1906,4,19,4/19/06
0,0,0,82,51,1906,4,20,4/20/06
0,0,0,88,61,1906,4,21,4/21/06
0,0,0,92,59,1906,4,22,4/22/06
0,0,0,90,53,1906,4,23,4/23/06
0,0,0,82,55,1906,4,24,4/24/06
0,0,0,81,41,1906,4,25,4/25/06
0,0,0,80,44,1906,4,26,4/26/06
0,0,0,82,46,1906,4,27,4/27/06
0,0,0,78,56,1906,4,28,4/28/06
0,0,0,70,46,1906,4,29,4/29/06
0,0,0,75,37,1906,4,30,4/30/06
0,0,0,80,37,1906,5,1,5/1/06
0,0,0,84,40,1906,5,2,5/2/06
0,0,0,85,44,1906,5,3,5/3/06
0,0,0,90,40,1906,5,4,5/4/06
0,0,0,87,51,1906,5,5,5/5/06
0,0,0,80,46,1906,5,6,5/6/06
0,0,0,90,47,1906,5,7,5/7/06
0,0,0,96,54,1906,5,8,5/8/06
0,0,0,99,55,1906,5,9,5/9/06
0,0,0,95,55,1906,5,10,5/10/06
0,0,0,95,64,1906,5,11,5/11/06
0,0,0,82,55,1906,5,12,5/12/06
0,0,0,84,44,1906,5,13,5/13/06
0,0,0,80,49,1906,5,14,5/14/06
0,0,0,93,50,1906,5,15,5/15/06
0,0,0,92,53,1906,5,16,5/16/06
0,0,0,90,54,1906,5,17,5/17/06
0,0,0,94,55,1906,5,18,5/18/06
0,0,0,97,58,1906,5,19,5/19/06
0,0,0,93,54,1906,5,20,5/20/06
0,0,0,93,55,1906,5,21,5/21/06
0,0,0,90,54,1906,5,22,5/22/06
0,0,0,82,47,1906,5,23,5/23/06
0,0,0,80,44,1906,5,24,5/24/06
0,0,0,83,50,1906,5,25,5/25/06
0,0,0,89,52,1906,5,26,5/26/06
0,0,0,95,54,1906,5,27,5/27/06
0,0,0,93,52,1906,5,28,5/28/06
0,0,0,86,54,1906,5,29,5/29/06
0,0,0,90,45,1906,5,30,5/30/06
0,0,0,92,50,1906,5,31,5/31/06
0,0,0,92,52,1906,6,1,6/1/06
0,0,0,87,55,1906,6,2,6/2/06
0,0,0,87,46,1906,6,3,6/3/06
0,0,0,95,54,1906,6,4,6/4/06
0,0,0,98,56,1906,6,5,6/5/06
0,0,0,96,57,1906,6,6,6/6/06
0,0,0,94,54,1906,6,7,6/7/06
0,0,0,102,52,1906,6,8,6/8/06
0,0,0,107,57,1906,6,9,6/9/06
0,0,0,104,59,1906,6,10,6/10/06
0,0,0,105,67,1906,6,11,6/11/06
0,0,0,106,60,1906,6,12,6/12/06
0,0,0,105,62,1906,6,13,6/13/06
0,0,0,103,59,1906,6,14,6/14/06
0,0,0,103,67,1906,6,15,6/15/06
0,0,0,102,73,1906,6,16,6/16/06
0,0,0,100,68,1906,6,17,6/17/06
0,0,0,103,59,1906,6,18,6/18/06
0,0,0,103,64,1906,6,19,6/19/06
0,0,0,105,62,1906,6,20,6/20/06
0,0,0,107,66,1906,6,21,6/21/06
0,0,0,102,69,1906,6,22,6/22/06
0,0,0,100,58,1906,6,23,6/23/06
0,0,0,101,66,1906,6,24,6/24/06
0,0,0,103,62,1906,6,25,6/25/06
0,0,0,100,62,1906,6,26,6/26/06
0,0,0,95,61,1906,6,27,6/27/06
0,0,0,96,57,1906,6,28,6/28/06
0,0,0,99,57,1906,6,29,6/29/06
0,0,0,100,61,1906,6,30,6/30/06
0,0,0,104,61,1906,7,1,7/1/06
0,0,0,105,72,1906,7,2,7/2/06
0.02,0,0,100,77,1906,7,3,7/3/06
0,0,0,91,68,1906,7,4,7/4/06
0,0,0,92,73,1906,7,5,7/5/06
0,0,0,94,72,1906,7,6,7/6/06
0,0,0,95,70,1906,7,7,7/7/06
0,0,0,99,69,1906,7,8,7/8/06
0,0,0,102,70,1906,7,9,7/9/06
0.04,0,0,101,73,1906,7,10,7/10/06
0.16,0,0,98,72,1906,7,11,7/11/06
0,0,0,102,74,1906,7,12,7/12/06
0,0,0,97,77,1906,7,13,7/13/06
0.4,0,0,94,72,1906,7,14,7/14/06
0.09,0,0,95,73,1906,7,15,7/15/06
0.04,0,0,100,68,1906,7,16,7/16/06
0,0,0,102,69,1906,7,17,7/17/06
0,0,0,103,71,1906,7,18,7/18/06
0,0,0,102,70,1906,7,19,7/19/06
0,0,0,104,63,1906,7,20,7/20/06
0.01,0,0,105,72,1906,7,21,7/21/06
0,0,0,106,76,1906,7,22,7/22/06
0,0,0,108,76,1906,7,23,7/23/06
0,0,0,105,72,1906,7,24,7/24/06
0,0,0,101,76,1906,7,25,7/25/06
1.06,0,0,100,69,1906,7,26,7/26/06
0,0,0,97,72,1906,7,27,7/27/06
0,0,0,101,74,1906,7,28,7/28/06
0,0,0,103,76,1906,7,29,7/29/06
0,0,0,104,80,1906,7,30,7/30/06
0,0,0,97,78,1906,7,31,7/31/06
0.31,0,0,91,70,1906,8,1,8/1/06
0,0,0,97,70,1906,8,2,8/2/06
0,0,0,101,71,1906,8,3,8/3/06
0,0,0,102,76,1906,8,4,8/4/06
0,0,0,98,75,1906,8,5,8/5/06
0,0,0,96,75,1906,8,6,8/6/06
0,0,0,87,74,1906,8,7,8/7/06
0,0,0,98,63,1906,8,8,8/8/06
0,0,0,98,72,1906,8,9,8/9/06
0.26,0,0,101,75,1906,8,10,8/10/06
0.62,0,0,98,73,1906,8,11,8/11/06
0,0,0,97,77,1906,8,12,8/12/06
0,0,0,100,78,1906,8,13,8/13/06
0,0,0,100,79,1906,8,14,8/14/06
0,0,0,96,70,1906,8,15,8/15/06
0.09,0,0,90,73,1906,8,16,8/16/06
0,0,0,96,71,1906,8,17,8/17/06
0.54,0,0,86,70,1906,8,18,8/18/06
0.25,0,0,91,70,1906,8,19,8/19/06
0.32,0,0,82,69,1906,8,20,8/20/06
0.01,0,0,90,70,1906,8,21,8/21/06
0,0,0,90,67,1906,8,22,8/22/06
0,0,0,91,63,1906,8,23,8/23/06
0,0,0,92,62,1906,8,24,8/24/06
0,0,0,93,64,1906,8,25,8/25/06
0,0,0,89,63,1906,8,26,8/26/06
0,0,0,92,70,1906,8,27,8/27/06
0,0,0,95,66,1906,8,28,8/28/06
0.12,0,0,90,63,1906,8,29,8/29/06
0,0,0,93,61,1906,8,30,8/30/06
0.01,0,0,92,64,1906,8,31,8/31/06
0,0,0,93,60,1906,9,1,9/1/06
0,0,0,95,63,1906,9,2,9/2/06
0,0,0,95,65,1906,9,3,9/3/06
0,0,0,96,62,1906,9,4,9/4/06
0,0,0,98,63,1906,9,5,9/5/06
0,0,0,102,65,1906,9,6,9/6/06
0,0,0,96,68,1906,9,7,9/7/06
0,0,0,97,63,1906,9,8,9/8/06
0,0,0,97,65,1906,9,9,9/9/06
0,0,0,97,64,1906,9,10,9/10/06
0,0,0,99,59,1906,9,11,9/11/06
0,0,0,99,58,1906,9,12,9/12/06
0,0,0,95,64,1906,9,13,9/13/06
0.34,0,0,89,65,1906,9,14,9/14/06
0,0,0,88,66,1906,9,15,9/15/06
0,0,0,85,55,1906,9,16,9/16/06
0,0,0,89,52,1906,9,17,9/17/06
0,0,0,96,53,1906,9,18,9/18/06
0,0,0,99,59,1906,9,19,9/19/06
0,0,0,99,59,1906,9,20,9/20/06
0,0,0,99,59,1906,9,21,9/21/06
0,0,0,102,59,1906,9,22,9/22/06
0,0,0,99,71,1906,9,23,9/23/06
0,0,0,95,72,1906,9,24,9/24/06
0,0,0,90,67,1906,9,25,9/25/06
0,0,0,92,56,1906,9,26,9/26/06
0.09,0,0,97,55,1906,9,27,9/27/06
0,0,0,97,68,1906,9,28,9/28/06
0,0,0,95,67,1906,9,29,9/29/06
0,0,0,98,76,1906,9,30,9/30/06
0,0,0,96,66,1906,10,1,10/1/06
0,0,0,96,63,1906,10,2,10/2/06
0,0,0,89,57,1906,10,3,10/3/06
0,0,0,95,62,1906,10,4,10/4/06
0,0,0,88,40,1906,10,5,10/5/06
0,0,0,93,46,1906,10,6,10/6/06
0,0,0,91,60,1906,10,7,10/7/06
0,0,0,94,52,1906,10,8,10/8/06
0,0,0,96,49,1906,10,9,10/9/06
0,0,0,96,67,1906,10,10,10/10/06
0,0,0,94,66,1906,10,11,10/11/06
0,0,0,88,58,1906,10,12,10/12/06
0,0,0,86,57,1906,10,13,10/13/06
0,0,0,82,51,1906,10,14,10/14/06
0,0,0,84,42,1906,10,15,10/15/06
0,0,0,91,48,1906,10,16,10/16/06
0,0,0,94,44,1906,10,17,10/17/06
0,0,0,93,58,1906,10,18,10/18/06
0,0,0,90,55,1906,10,19,10/19/06
0,0,0,88,55,1906,10,20,10/20/06
0,0,0,74,46,1906,10,21,10/21/06
0,0,0,61,32,1906,10,22,10/22/06
0,0,0,68,29,1906,10,23,10/23/06
0,0,0,78,34,1906,10,24,10/24/06
0,0,0,84,36,1906,10,25,10/25/06
0,0,0,90,40,1906,10,26,10/26/06
0,0,0,91,42,1906,10,27,10/27/06
0,0,0,84,61,1906,10,28,10/28/06
0,0,0,79,54,1906,10,29,10/29/06
0,0,0,80,47,1906,10,30,10/30/06
0,0,0,80,57,1906,10,31,10/31/06
0.07,0,0,76,57,1906,11,1,11/1/06
0,0,0,78,40,1906,11,2,11/2/06
0,0,0,83,48,1906,11,3,11/3/06
0,0,0,84,46,1906,11,4,11/4/06
0,0,0,85,52,1906,11,5,11/5/06
0,0,0,85,43,1906,11,6,11/6/06
0,0,0,82,38,1906,11,7,11/7/06
0,0,0,91,46,1906,11,8,11/8/06
0,0,0,92,47,1906,11,9,11/9/06
0,0,0,85,45,1906,11,10,11/10/06
0,0,0,85,41,1906,11,11,11/11/06
0,0,0,89,44,1906,11,12,11/12/06
0,0,0,84,44,1906,11,13,11/13/06
0,0,0,83,43,1906,11,14,11/14/06
0,0,0,89,42,1906,11,15,11/15/06
0,0,0,89,60,1906,11,16,11/16/06
0,0,0,71,48,1906,11,17,11/17/06
0.52,0,0,62,41,1906,11,18,11/18/06
0,0,0,54,34,1906,11,19,11/19/06
0,0,0,50,29,1906,11,20,11/20/06
0,0,0,59,27,1906,11,21,11/21/06
0,0,0,62,29,1906,11,22,11/22/06
0,0,0,66,52,1906,11,23,11/23/06
0.15,0,0,56,43,1906,11,24,11/24/06
0,0,0,51,36,1906,11,25,11/25/06
0,0,0,67,27,1906,11,26,11/26/06
0,0,0,74,53,1906,11,27,11/27/06
0,0,0,60,30,1906,11,28,11/28/06
0,0,0,66,33,1906,11,29,11/29/06
0,0,0,59,29,1906,11,30,11/30/06
0.09,0,0,59,46,1906,12,1,12/1/06
0.99,0,0,58,36,1906,12,2,12/2/06
2.15,0,0,63,54,1906,12,3,12/3/06
0,0,0,59,41,1906,12,4,12/4/06
0,0,0,61,35,1906,12,5,12/5/06
0,0,0,66,34,1906,12,6,12/6/06
0,0,0,72,45,1906,12,7,12/7/06
0,0,0,72,41,1906,12,8,12/8/06
0,0,0,70,39,1906,12,9,12/9/06
0,0,0,76,49,1906,12,10,12/10/06
0,0,0,78,56,1906,12,11,12/11/06
0,0,0,72,48,1906,12,12,12/12/06
0,0,0,63,44,1906,12,13,12/13/06
0,0,0,58,34,1906,12,14,12/14/06
0,0,0,53,29,1906,12,15,12/15/06
0,0,0,60,31,1906,12,16,12/16/06
0,0,0,61,37,1906,12,17,12/17/06
0,0,0,60,38,1906,12,18,12/18/06
0,0,0,64,31,1906,12,19,12/19/06
0,0,0,62,30,1906,12,20,12/20/06
0,0,0,74,33,1906,12,21,12/21/06
0,0,0,77,45,1906,12,22,12/22/06
0,0,0,77,49,1906,12,23,12/23/06
0,0,0,78,42,1906,12,24,12/24/06
0,0,0,77,40,1906,12,25,12/25/06
0,0,0,74,46,1906,12,26,12/26/06
0,0,0,66,50,1906,12,27,12/27/06
1.11,0,0,60,52,1906,12,28,12/28/06
0.2,0,0,56,42,1906,12,29,12/29/06
0.03,0,0,58,36,1906,12,30,12/30/06
0,0,0,57,43,1906,12,31,12/31/06
0.08,0.8,,55,32,1907,1,1,1/1/07
0.13,0,0,48,33,1907,1,2,1/2/07
0,0,0,55,26,1907,1,3,1/3/07
0,0,0,65,34,1907,1,4,1/4/07
0,0,0,57,42,1907,1,5,1/5/07
0.16,0,0,59,41,1907,1,6,1/6/07
0.08,0,0,63,40,1907,1,7,1/7/07
0.02,0,0,62,40,1907,1,8,1/8/07
0,0,0,71,42,1907,1,9,1/9/07
0,0,0,64,40,1907,1,10,1/10/07
0.01,0,0,60,42,1907,1,11,1/11/07
0,0,0,60,44,1907,1,12,1/12/07
0,0,0,60,31,1907,1,13,1/13/07
0,0,0,64,41,1907,1,14,1/14/07
0.73,0,0,53,47,1907,1,15,1/15/07
0.2,0,0,61,47,1907,1,16,1/16/07
0,0,0,64,45,1907,1,17,1/17/07
0.02,0.2,,60,33,1907,1,18,1/18/07
0.11,0,0,52,33,1907,1,19,1/19/07
0,0,0,62,30,1907,1,20,1/20/07
0,0,0,72,38,1907,1,21,1/21/07
0,0,0,74,36,1907,1,22,1/22/07
0,0,0,73,41,1907,1,23,1/23/07
0,0,0,71,36,1907,1,24,1/24/07
0,0,0,71,40,1907,1,25,1/25/07
0,0,0,69,40,1907,1,26,1/26/07
0,0,0,71,37,1907,1,27,1/27/07
0,0,0,76,39,1907,1,28,1/28/07
0.01,0,0,64,51,1907,1,29,1/29/07
0.2,0,0,60,53,1907,1,30,1/30/07
0.01,0,0,66,46,1907,1,31,1/31/07
0,0,0,66,39,1907,2,1,2/1/07
0,0,0,69,37,1907,2,2,2/2/07
0,0,0,67,40,1907,2,3,2/3/07
0,0,0,71,41,1907,2,4,2/4/07
0,0,0,74,40,1907,2,5,2/5/07
0,0,0,74,40,1907,2,6,2/6/07
0,0,0,67,42,1907,2,7,2/7/07
0,0,0,76,49,1907,2,8,2/8/07
0,0,0,82,44,1907,2,9,2/9/07
0,0,0,70,37,1907,2,10,2/10/07
0,0,0,76,46,1907,2,11,2/11/07
0,0,0,79,46,1907,2,12,2/12/07
0,0,0,76,37,1907,2,13,2/13/07
0,0,0,80,27,1907,2,14,2/14/07
0,0,0,74,44,1907,2,15,2/15/07
0.35,0,0,66,51,1907,2,16,2/16/07
0.01,0,0,71,48,1907,2,17,2/17/07
0,0,0,68,37,1907,2,18,2/18/07
0,0,0,62,40,1907,2,19,2/19/07
0,0,0,75,35,1907,2,20,2/20/07
0,0,0,71,41,1907,2,21,2/21/07
0.04,0,0,68,53,1907,2,22,2/22/07
0,0,0,68,41,1907,2,23,2/23/07
0,0,0,72,36,1907,2,24,2/24/07
0,0,0,75,43,1907,2,25,2/25/07
0,0,0,71,40,1907,2,26,2/26/07
0.35,0,0,58,40,1907,2,27,2/27/07
0,0,0,60,33,1907,2,28,2/28/07
0,0,0,68,29,1907,3,1,3/1/07
0,0,0,79,33,1907,3,2,3/2/07
0,0,0,82,37,1907,3,3,3/3/07
0,0,0,78,51,1907,3,4,3/4/07
0.4,0,0,64,49,1907,3,5,3/5/07
0,0,0,69,49,1907,3,6,3/6/07
0,0,0,70,41,1907,3,7,3/7/07
0,0,0,68,40,1907,3,8,3/8/07
0,0,0,68,37,1907,3,9,3/9/07
0,0,0,77,36,1907,3,10,3/10/07
0,0,0,76,47,1907,3,11,3/11/07
0,0,0,70,45,1907,3,12,3/12/07
0,0,0,63,40,1907,3,13,3/13/07
0,0,0,70,36,1907,3,14,3/14/07
0,0,0,78,24,1907,3,15,3/15/07
0,0,0,79,36,1907,3,16,3/16/07
0,0,0,87,41,1907,3,17,3/17/07
0,0,0,95,44,1907,3,18,3/18/07
0,0,0,95,49,1907,3,19,3/19/07
0,0,0,89,47,1907,3,20,3/20/07
0,0,0,80,52,1907,3,21,3/21/07
0.16,0,0,71,49,1907,3,22,3/22/07
0,0,0,76,35,1907,3,23,3/23/07
0,0,0,84,40,1907,3,24,3/24/07
0,0,0,79,42,1907,3,25,3/25/07
0,0,0,71,47,1907,3,26,3/26/07
0,0,0,66,44,1907,3,27,3/27/07
0,0,0,61,33,1907,3,28,3/28/07
0,0,0,72,27,1907,3,29,3/29/07
0,0,0,82,32,1907,3,30,3/30/07
0,0,0,85,53,1907,3,31,3/31/07
0,0,0,79,62,1907,4,1,4/1/07
0.15,0,0,76,58,1907,4,2,4/2/07
0,0,0,71,40,1907,4,3,4/3/07
0,0,0,71,35,1907,4,4,4/4/07
0,0,0,78,37,1907,4,5,4/5/07
0,0,0,78,42,1907,4,6,4/6/07
0,0,0,84,44,1907,4,7,4/7/07
0,0,0,91,47,1907,4,8,4/8/07
0,0,0,95,47,1907,4,9,4/9/07
0,0,0,96,50,1907,4,10,4/10/07
0,0,0,95,52,1907,4,11,4/11/07
0,0,0,95,49,1907,4,12,4/12/07
0,0,0,94,51,1907,4,13,4/13/07
0,0,0,89,50,1907,4,14,4/14/07
0,0,0,82,54,1907,4,15,4/15/07
0,0,0,82,50,1907,4,16,4/16/07
0,0,0,84,44,1907,4,17,4/17/07
0,0,0,85,47,1907,4,18,4/18/07
0,0,0,86,53,1907,4,19,4/19/07
0,0,0,86,50,1907,4,20,4/20/07
0,0,0,71,41,1907,4,21,4/21/07
0,0,0,79,42,1907,4,22,4/22/07
0,0,0,86,39,1907,4,23,4/23/07
0,0,0,83,44,1907,4,24,4/24/07
0,0,0,84,46,1907,4,25,4/25/07
0,0,0,86,41,1907,4,26,4/26/07
0,0,0,84,46,1907,4,27,4/27/07
0,0,0,87,44,1907,4,28,4/28/07
0,0,0,77,50,1907,4,29,4/29/07
0,0,0,79,43,1907,4,30,4/30/07
0,0,0,90,50,1907,5,1,5/1/07
0,0,0,93,54,1907,5,2,5/2/07
0,0,0,90,51,1907,5,3,5/3/07
0,0,0,88,53,1907,5,4,5/4/07
0,0,0,88,50,1907,5,5,5/5/07
0,0,0,87,53,1907,5,6,5/6/07
0,0,0,88,56,1907,5,7,5/7/07
0,0,0,86,54,1907,5,8,5/8/07
0,0,0,93,48,1907,5,9,5/9/07
0,0,0,94,50,1907,5,10,5/10/07
0,0,0,93,46,1907,5,11,5/11/07
0,0,0,86,61,1907,5,12,5/12/07
0,0,0,76,42,1907,5,13,5/13/07
0,0,0,79,42,1907,5,14,5/14/07
0,0,0,89,44,1907,5,15,5/15/07
0,0,0,95,50,1907,5,16,5/16/07
0,0,0,90,56,1907,5,17,5/17/07
0,0,0,87,50,1907,5,18,5/18/07
0,0,0,95,52,1907,5,19,5/19/07
0,0,0,101,58,1907,5,20,5/20/07
0,0,0,98,67,1907,5,21,5/21/07
0,0,0,93,63,1907,5,22,5/22/07
0,0,0,85,60,1907,5,23,5/23/07
0,0,0,83,44,1907,5,24,5/24/07
0,0,0,88,49,1907,5,25,5/25/07
0,0,0,90,63,1907,5,26,5/26/07
0,0,0,87,62,1907,5,27,5/27/07
0.06,0,0,79,57,1907,5,28,5/28/07
0.37,0,0,74,55,1907,5,29,5/29/07
0,0,0,83,54,1907,5,30,5/30/07
0,0,0,90,58,1907,5,31,5/31/07
0,0,0,95,59,1907,6,1,6/1/07
0,0,0,96,61,1907,6,2,6/2/07
0,0,0,95,61,1907,6,3,6/3/07
0,0,0,95,63,1907,6,4,6/4/07
0,0,0,92,55,1907,6,5,6/5/07
0,0,0,92,54,1907,6,6,6/6/07
0,0,0,90,61,1907,6,7,6/7/07
0,0,0,84,56,1907,6,8,6/8/07
0,0,0,89,50,1907,6,9,6/9/07
0,0,0,96,53,1907,6,10,6/10/07
0,0,0,96,66,1907,6,11,6/11/07
0,0,0,94,61,1907,6,12,6/12/07
0,0,0,90,60,1907,6,13,6/13/07
0,0,0,91,56,1907,6,14,6/14/07
0,0,0,90,53,1907,6,15,6/15/07
0,0,0,93,53,1907,6,16,6/16/07
0,0,0,99,56,1907,6,17,6/17/07
0,0,0,100,64,1907,6,18,6/18/07
0,0,0,98,63,1907,6,19,6/19/07
0,0,0,100,66,1907,6,20,6/20/07
0,0,0,95,65,1907,6,21,6/21/07
0,0,0,95,55,1907,6,22,6/22/07
0,0,0,100,57,1907,6,23,6/23/07
0,0,0,100,57,1907,6,24,6/24/07
0,0,0,103,56,1907,6,25,6/25/07
0,0,0,105,68,1907,6,26,6/26/07
0,0,0,107,58,1907,6,27,6/27/07
0,0,0,107,61,1907,6,28,6/28/07
0,0,0,106,64,1907,6,29,6/29/07
0,0,0,107,68,1907,6,30,6/30/07
0,0,0,108,68,1907,7,1,7/1/07
0,0,0,111,73,1907,7,2,7/2/07
0.02,0,0,111,65,1907,7,3,7/3/07
0.17,0,0,109,71,1907,7,4,7/4/07
0.25,0,0,108,82,1907,7,5,7/5/07
0,0,0,104,76,1907,7,6,7/6/07
0,0,0,103,76,1907,7,7,7/7/07
1.08,0,0,101,67,1907,7,8,7/8/07
0.6,0,0,99,67,1907,7,9,7/9/07
0.02,0,0,96,77,1907,7,10,7/10/07
0,0,0,102,73,1907,7,11,7/11/07
0,0,0,101,75,1907,7,12,7/12/07
0.1,0,0,95,73,1907,7,13,7/13/07
0.01,0,0,98,75,1907,7,14,7/14/07
0,0,0,98,73,1907,7,15,7/15/07
0,0,0,100,69,1907,7,16,7/16/07
0,0,0,100,70,1907,7,17,7/17/07
0,0,0,100,76,1907,7,18,7/18/07
0,0,0,101,80,1907,7,19,7/19/07
0.29,0,0,99,68,1907,7,20,7/20/07
0.09,0,0,98,71,1907,7,21,7/21/07
0.43,0,0,98,68,1907,7,22,7/22/07
0.01,0,0,92,70,1907,7,23,7/23/07
0.8,0,0,88,65,1907,7,24,7/24/07
0.36,0,0,85,69,1907,7,25,7/25/07
0.01,0,0,97,67,1907,7,26,7/26/07
0,0,0,96,69,1907,7,27,7/27/07
0,0,0,97,72,1907,7,28,7/28/07
0,0,0,98,74,1907,7,29,7/29/07
0,0,0,100,80,1907,7,30,7/30/07
0.03,0,0,98,73,1907,7,31,7/31/07
0,0,0,99,75,1907,8,1,8/1/07
0,0,0,97,76,1907,8,2,8/2/07
1.85,0,0,92,68,1907,8,3,8/3/07
0,0,0,96,73,1907,8,4,8/4/07
0,0,0,98,72,1907,8,5,8/5/07
0,0,0,96,75,1907,8,6,8/6/07
0,0,0,101,69,1907,8,7,8/7/07
0,0,0,102,71,1907,8,8,8/8/07
0,0,0,101,72,1907,8,9,8/9/07
0.2,0,0,99,73,1907,8,10,8/10/07
0,0,0,100,71,1907,8,11,8/11/07
0,0,0,94,77,1907,8,12,8/12/07
0.2,0,0,90,72,1907,8,13,8/13/07
0.05,0,0,98,70,1907,8,14,8/14/07
0,0,0,102,71,1907,8,15,8/15/07
0.5,0,0,97,65,1907,8,16,8/16/07
0.02,0,0,101,70,1907,8,17,8/17/07
0,0,0,96,71,1907,8,18,8/18/07
0.1,0,0,92,68,1907,8,19,8/19/07
0.25,0,0,95,68,1907,8,20,8/20/07
0.26,0,0,89,69,1907,8,21,8/21/07
0.01,0,0,93,67,1907,8,22,8/22/07
0,0,0,94,66,1907,8,23,8/23/07
0,0,0,97,71,1907,8,24,8/24/07
0,0,0,91,73,1907,8,25,8/25/07
0,0,0,100,73,1907,8,26,8/26/07
0,0,0,91,71,1907,8,27,8/27/07
0,0,0,93,63,1907,8,28,8/28/07
0.02,0,0,89,71,1907,8,29,8/29/07
0,0,0,90,64,1907,8,30,8/30/07
0,0,0,93,64,1907,8,31,8/31/07
0,0,0,94,61,1907,9,1,9/1/07
0,0,0,99,68,1907,9,2,9/2/07
0.67,0,0,100,67,1907,9,3,9/3/07
0.01,0,0,89,67,1907,9,4,9/4/07
0,0,0,93,68,1907,9,5,9/5/07
0,0,0,96,67,1907,9,6,9/6/07
0,0,0,99,67,1907,9,7,9/7/07
0,0,0,102,67,1907,9,8,9/8/07
0,0,0,101,67,1907,9,9,9/9/07
0,0,0,99,66,1907,9,10,9/10/07
0,0,0,100,67,1907,9,11,9/11/07
0,0,0,99,67,1907,9,12,9/12/07
0,0,0,94,71,1907,9,13,9/13/07
0,0,0,93,70,1907,9,14,9/14/07
0,0,0,96,71,1907,9,15,9/15/07
